ID,Title,Product/Workload,Status,Release phase,Targeted dates,Cloud instance,Short description,Official Roadmap link
MC1129716,(Updated) Microsoft Outlook Mobile adds support for DLP policy tips and enforcement,Microsoft 365 apps,,,2025-08-05T22:56:30Z,Worldwide (Standard Multi-Tenant),"stayInformed; Updated message, Feature update",https://www.microsoft.com/en-us/microsoft-365/roadmap?filters=&amp;searchterms=496146
MC1129718,(Updated) New Feature: Account Manager in Outlook for Windows,"Exchange Online, Microsoft 365 apps",,,2025-08-05T22:58:57Z,Worldwide (Standard Multi-Tenant),"stayInformed; Updated message, New feature, User impact",https://www.microsoft.com/microsoft-365/roadmap?rtc=1%26filters%3D&amp;searchterms=497546
MC1129721,Microsoft To Do ending support for iOS 16 and macOS 12,Microsoft 365 apps,,,2025-08-05T23:00:45Z,Worldwide (Standard Multi-Tenant),planForChange; Retirement,https://support.microsoft.com/todo
MC1129729,Sentence-Level Rewrite Suggestions Deprecation in Microsoft Word,Microsoft 365 apps,,,2025-08-05T23:17:32Z,Worldwide (Standard Multi-Tenant),"stayInformed; User impact, Retirement",https://support.microsoft.com/word
MC1129730,Remove toggle for Calendar in Teams,Microsoft Teams,,,2025-08-05T23:18:10Z,Worldwide (Standard Multi-Tenant),"planForChange; User impact, Admin impact, Retirement",https://learn.microsoft.com/microsoftteams/teams-calendar-overview
MC1129753,Updates available for Microsoft 365 Apps for Current Channel,Microsoft 365 apps,,,2025-08-06T00:30:59.67Z,Worldwide (Standard Multi-Tenant),stayInformed; Feature update,https://docs.microsoft.com/officeupdates/
MC1130265,Security leadership in the age of constant disruption,Windows,,,2025-08-06T21:04:22.38Z,Worldwide (Standard Multi-Tenant),stayInformed; Admin impact,https://go.microsoft.com/fwlink/?linkid=2286391
MC1130384,Microsoft Defender for Identity: New recommendations added to Microsoft Secure Score,Microsoft Defender XDR,,,2025-08-06T23:26:13Z,Worldwide (Standard Multi-Tenant),stayInformed; Feature update,
MC1130385,Retirement of inline SVG images in Microsoft Outlook,"Microsoft 365 for the web, Microsoft 365 apps",,,2025-08-06T23:26:48Z,Worldwide (Standard Multi-Tenant),planForChange; Retirement,
MC1130387,(Updated) Microsoft Edge: AI-powered History search now available,Microsoft 365 suite,,,2025-08-06T23:31:05Z,Worldwide (Standard Multi-Tenant),"stayInformed; Updated message, New feature, User impact, Admin impact",https://www.microsoft.com/microsoft-365/roadmap?filters=&amp;searchterms=495834
MC1130388,Microsoft Teams / Search with key query language,Microsoft Teams,,,2025-08-06T23:31:40Z,Worldwide (Standard Multi-Tenant),"stayInformed; Feature update, User impact",https://www.microsoft.com/microsoft-365/roadmap?filters=&amp;searchterms=496590
MC1130391,Microsoft 365 Copilot / View recent activity in Word with Dynamic Document Snapshot,Microsoft 365 apps,,,2025-08-06T23:34:16Z,Worldwide (Standard Multi-Tenant),"stayInformed; New feature, User impact",
MC1130392,Microsoft 365 apps / New Trust Center settings to block insecure file open protocols,"Microsoft 365 suite, Microsoft 365 apps",,,2025-08-06T23:35:03Z,Worldwide (Standard Multi-Tenant),"stayInformed; New feature, User impact, Admin impact",https://www.microsoft.com/microsoft-365/roadmap?filters=&amp;searchterms=497299
MC1130395,Deploy a frontline worker pilot in Teams Admin Center,Microsoft Teams,,,2025-08-06T23:43:38Z,Worldwide (Standard Multi-Tenant),"stayInformed; New feature, User impact, Admin impact",https://www.microsoft.com/en-us/microsoft-365/roadmap?filters=&amp;searchterms=498226
MC1130607,Outlook Web Access and new Outlook: ‘Mobile devices’ settings page to be removed,"Exchange Online, Microsoft 365 for the web",,,2025-08-07T06:30:49Z,Worldwide (Standard Multi-Tenant),"planForChange; User impact, Admin impact, Retirement",https://support.microsoft.com/office/mobile-devices-options-in-outlook-on-the-web-7d5efe71-511f-42fa-b068-e3714a25b3cb
MC1130809,GPT-5—OpenAI’s latest generative-AI system—is now available in Microsoft 365 Copilot,Microsoft 365 suite,,,2025-08-07T17:14:21Z,Worldwide (Standard Multi-Tenant),"stayInformed; Feature update, User impact, Admin impact",https://www.microsoft.com/en-us/microsoft-365/blog/?p=278895
MC1131059,Microsoft Purview / New centralized Service health dashboard for Microsoft Purview,Microsoft Purview,,,2025-08-07T23:35:02Z,Worldwide (Standard Multi-Tenant),"stayInformed; New feature, User impact, Admin impact",https://www.microsoft.com/microsoft-365/roadmap?filters=&amp;searchterms=497944
MC1131062,Microsoft Teams: Dedicated download option for tracking all registrations in Webinar,Microsoft Teams,,,2025-08-07T23:37:28Z,Worldwide (Standard Multi-Tenant),stayInformed; Feature update,https://www.microsoft.com/microsoft-365/roadmap?filters=&amp;searchterms=498490
MC1131063,SharePoint Agent: New Agent Link WebPart,SharePoint Online,,,2025-08-07T23:38:13Z,Worldwide (Standard Multi-Tenant),stayInformed; Feature update,https://www.microsoft.com/microsoft-365/roadmap?filters=&amp;searchterms=481512
MC1131064,Microsoft Lens app will retire,Microsoft 365 apps,,,2025-08-07T23:39:53Z,Worldwide (Standard Multi-Tenant),planForChange; Retirement,https://support.microsoft.com/topic/retirement-of-microsoft-lens-fc965de7-499d-4d38-aeae-f6e48271652d
MC1131075,Microsoft OneDrive: Offline mode process rename,Microsoft OneDrive,,,2025-08-07T23:49:16Z,Worldwide (Standard Multi-Tenant),"planForChange; Feature update, User impact, Admin impact",
MC1131077,New admin policy controls for video creation and distribution in Microsoft Clipchamp and Microsoft Stream,Microsoft 365 suite,,,2025-08-07T23:49:53Z,Worldwide (Standard Multi-Tenant),"stayInformed; New feature, Admin impact",https://www.microsoft.com/microsoft-365/roadmap?filters=&amp;searchterms=468891
MC1131771,Microsoft Purview / eDiscovery cmdlet connectivity change,Microsoft Purview,,,2025-08-08T23:38:00Z,Worldwide (Standard Multi-Tenant),"planForChange; Feature update, Admin impact",https://www.microsoft.com/en-us/trust-center/security/secure-future-initiative
MC1131776,"Microsoft Word: “Transform to Web Page” feature retiring September 30, 2025","Microsoft 365 suite, Microsoft 365 for the web, Microsoft 365 apps",,,2025-08-08T23:41:53Z,Worldwide (Standard Multi-Tenant),planForChange; Retirement,https://support.microsoft.com/sway
MC1131777,Outlook for iOS: Minimum system requirements updated to iOS 18 and above,"Microsoft 365 suite, Microsoft 365 apps",,,2025-08-08T23:42:44Z,Worldwide (Standard Multi-Tenant),"planForChange; User impact, Admin impact",
MC1133391,Power Automate - Debug desktop flows using step over and step out,Microsoft Power Automate,,,2025-08-11T20:28:10Z,Worldwide (Standard Multi-Tenant),stayInformed; New feature,
MC1133502,Plan for Change: Intune moving to support iOS/iPadOS 17 and higher later this year,Microsoft Intune,,,2025-08-11T23:27:14Z,Worldwide (Standard Multi-Tenant),"planForChange; User impact, Admin impact, Retirement",https://learn.microsoft.com/intune/intune-service/fundamentals/manage-os-versions
MC1133503,Plan for Change: Intune moving to support macOS 14 and higher later this year,Microsoft Intune,,,2025-08-11T23:27:51Z,Worldwide (Standard Multi-Tenant),"planForChange; User impact, Admin impact, Retirement",
MC1133508,Microsoft Teams Integration with Microsoft Defender for Office Tenant Allow/Block List for blocking domains,"Microsoft Teams, Microsoft Defender XDR",,,2025-08-11T23:31:53Z,Worldwide (Standard Multi-Tenant),"stayInformed; New feature, User impact, Admin impact",https://www.microsoft.com/microsoft-365/roadmap?filters=&amp;searchterms=492985
MC1133511,Emoji Reactions Workflows in Microsoft Teams,Microsoft Teams,,,2025-08-11T23:33:27Z,Worldwide (Standard Multi-Tenant),"stayInformed; New feature, User impact",https://www.microsoft.com/microsoft-365/roadmap?rtc=1%26filters%3D&amp;searchterms=498578
MC1133514,(Updated) Microsoft Places: Graph API support for directory objects,Microsoft 365 apps,,,2025-08-11T23:36:44Z,Worldwide (Standard Multi-Tenant),"stayInformed; Updated message, New feature, Admin impact",https://www.microsoft.com/microsoft-365/roadmap?rtc=1%26filters%3D&amp;searchterms=488101
MC1133868,Dynamics 365 Project Operations - Enable number sequences in expense management,Dynamics 365 Apps,,,2025-08-12T14:24:57Z,Worldwide (Standard Multi-Tenant),stayInformed; New feature,
MC1133875,"Dynamics 365 Project Operations - Edit per diem transaction date, exchange rate in expense management",Dynamics 365 Apps,,,2025-08-12T15:03:31Z,Worldwide (Standard Multi-Tenant),stayInformed; New feature,
MC1133897,The August 2025 Windows security update is now available,Windows,,,2025-08-12T17:01:27.267Z,Worldwide (Standard Multi-Tenant),stayInformed; Admin impact,https://support.microsoft.com/help/5063878
MC1133898,PowerShell 2.0 removal in Windows,Windows,,,2025-08-12T17:01:27.267Z,Worldwide (Standard Multi-Tenant),stayInformed; Admin impact,https://devblogs.microsoft.com/powershell/windows-powershell-2-0-deprecation/
MC1133900,Dynamics 365 Project Operations - Post expenses on the expense report posting date,Dynamics 365 Apps,,,2025-08-12T17:05:55Z,Worldwide (Standard Multi-Tenant),stayInformed; New feature,
MC1134166,Updates available for Microsoft 365 Apps for all channels,Microsoft 365 apps,,,2025-08-12T22:45:46.973Z,Worldwide (Standard Multi-Tenant),stayInformed; Feature update,https://docs.microsoft.com/officeupdates/
MC1134169,Teams app versions 1.12 and earlier will no longer appear in Microsoft 365 admin center,Microsoft 365 suite,,,2025-08-12T23:00:20Z,Worldwide (Standard Multi-Tenant),"stayInformed; New feature, User impact, Admin impact",https://learn.microsoft.com/microsoft-365/admin/manage/manage-copilot-agents-integrated-apps?view=o365-worldwide
MC1134170,[Copilot Extensibility] Admins can manage ownerless Copilot agents with new lifecycle controls,Microsoft 365 suite,,,2025-08-12T23:00:50Z,Worldwide (Standard Multi-Tenant),stayInformed; New feature,https://www.microsoft.com/microsoft-365/roadmap?filters=&amp;searchterms=481519
MC1134174,Outlook Mobile for iOS and Android: Draft messages now minimize automatically when closed,Microsoft 365 apps,,,2025-08-12T23:03:20Z,Worldwide (Standard Multi-Tenant),stayInformed; Feature update,
MC1134176,Outlook for iOS and Android: Send button relocated to reduce accidental sends,Exchange Online,,,2025-08-12T23:04:26Z,Worldwide (Standard Multi-Tenant),"stayInformed; New feature, User impact, Admin impact",https://www.microsoft.com/microsoft-365/roadmap?filters=&amp;searchterms=499900
MC1134179,Enhancement to Copilot studio agents report,Microsoft Viva,,,2025-08-12T23:05:24Z,Worldwide (Standard Multi-Tenant),"stayInformed; Feature update, User impact, Admin impact",https://www.microsoft.com/microsoft-365/roadmap?rtc=1%26filters%3D&amp;searchterms=499421
MC1134180,Meeting Search in MS Teams Desktop,Microsoft Teams,,,2025-08-12T23:05:58Z,Worldwide (Standard Multi-Tenant),"stayInformed; New feature, User impact",https://www.microsoft.com/microsoft-365/roadmap?rtc=1%26filters%3D&amp;searchterms=498496
MC1134182,Microsoft Teams / External Audio and Camera Device Selection on iPads,Microsoft Teams,,,2025-08-12T23:06:47Z,Worldwide (Standard Multi-Tenant),"stayInformed; New feature, User impact",https://techcommunity.microsoft.com/blog/microsoftteamsblog/introducing-external-camera-support-for-ipads-in-microsoft-teams/4355767
MC1134563,Dynamics 365 Project Operations – Enable contract line default financial dimensions for expenses,Dynamics 365 Apps,,,2025-08-13T16:41:49Z,Worldwide (Standard Multi-Tenant),stayInformed; New feature,
MC1134566,"90-Day Reminder: Windows 11, version 23H2 (Home and Pro editions) will reach end of servicing on November 11, 2025",Windows,,,2025-08-13T17:00:51.117Z,Worldwide (Standard Multi-Tenant),stayInformed; Admin impact,https://learn.microsoft.com/lifecycle/products/windows-11-home-and-pro
MC1134736,Quarantine experience update in Microsoft Defender and Exchange Online: Restore temporarily deleted items,"Exchange Online, Microsoft Defender XDR",,,2025-08-13T23:09:13Z,Worldwide (Standard Multi-Tenant),stayInformed; Feature update,
MC1134737,Microsoft Teams: Private channels increased limits and transition to group compliance,Microsoft Teams,,,2025-08-13T23:09:57Z,Worldwide (Standard Multi-Tenant),"planForChange; New feature, User impact, Admin impact",https://techcommunity.microsoft.com/blog/microsoftteamsblog/unlocking-the-full-potential-of-private-channels-in-microsoft-teams/4438767
MC1134740,Streamlining SMS campaign approvals in Teams admin center,Microsoft Teams,,,2025-08-13T23:12:31Z,Worldwide (Standard Multi-Tenant),stayInformed; Feature update,https://learn.microsoft.com/microsoftteams/sms-setup-campaign
MC1134741,Microsoft Copilot: filter chat history for easier context recall,Microsoft 365 suite,,,2025-08-13T23:13:41Z,Worldwide (Standard Multi-Tenant),stayInformed; New feature,https://www.microsoft.com/microsoft-365/roadmap?filters=&amp;searchterms=497910
MC1134747,Security Update: New Authentication Requirements for integration with Microsoft Teams PowerShell Module,Microsoft Teams,,,2025-08-13T23:31:21Z,Worldwide (Standard Multi-Tenant),"planForChange; Feature update, Admin impact",https://learn.microsoft.com/microsoftteams/teams-powershell-application-authentication
MC424414,(Updated) Non-Native and Hybrid Microsoft Viva Engage (formerly Yammer) Networks are being upgraded,Microsoft Viva,,,2022-09-01T23:53:05Z,Worldwide (Standard Multi-Tenant),"planForChange; Updated message, Admin impact, Retirement",https://techcommunity.microsoft.com/t5/blogs/blogworkflowpage/blog-id/YammerBlog/article-id/1660
MC542767,(Updated) SharePoint 2013 workflow retirement,"SharePoint Online, Microsoft OneDrive",,,2023-04-17T18:48:40Z,Worldwide (Standard Multi-Tenant),"planForChange; Updated message, User impact, Admin impact, Retirement",https://learn.microsoft.com/sharepoint/dev/business-apps/power-automate/guidance/migrate-from-classic-workflows-to-power-automate-flows
MC665936,(Updated) Device Management Changes for Microsoft Teams Android Devices (Intune AOSP migration),"Microsoft Intune, Microsoft Teams",,,2023-08-08T03:34:45Z,Worldwide (Standard Multi-Tenant),"stayInformed; Updated message, Feature update, User impact, Admin impact",https://techcommunity.microsoft.com/t5/microsoft-teams-blog/what-s-new-in-microsoft-teams-rooms-and-devices-at-enterprise/ba-p/3770137
MC677236,(Updated) Whiteboard: existing Azure board migration to ODB storage,Microsoft 365 apps,,,2023-09-25T23:31:30Z,Worldwide (Standard Multi-Tenant),"planForChange; Updated message, New feature, Admin impact",https://support.microsoft.com/office/migration-of-whiteboards-from-azure-to-onedrive-6ddc6df1-540e-4b70-8e6a-541fafdc24f4
MC688109,(Updated) Co-organizer experience updates in Teams Webinars and Townhalls,Microsoft Teams,,,2023-11-08T00:21:07Z,Worldwide (Standard Multi-Tenant),"stayInformed; Updated message, Feature update, User impact",https://www.microsoft.com/microsoft-365/roadmap?filters=&amp;searchterms=168524
MC688930,(Updated) Teams admin center: App centric management and changes to app permission policies,Microsoft Teams,,,2023-11-11T00:00:14Z,Worldwide (Standard Multi-Tenant),"planForChange; Updated message, New feature, User impact, Admin impact",Teams admin center is updating to app-centric management with three phases: Phase 1 (auto-migration for single policy customers) is complete. Phase 2 (self-migration) is extended to mid-May 2025. Phase 3 (auto-migration for remaining customers) starts mid-April and ends June 2025. Detailed documentation is available [here](https://learn.microsoft.com/microsoftteams/app-centric-management).
MC693863,(Updated) Azure ACS retirement in Microsoft 365,SharePoint Online,,,2023-11-27T23:28:50Z,Worldwide (Standard Multi-Tenant),"planForChange; Updated message, User impact, Admin impact, Retirement",https://learn.microsoft.com/en-us/azure/active-directory/develop/
MC693865,(Updated) SharePoint Add-In retirement in Microsoft 365,SharePoint Online,,,2023-11-27T23:32:02Z,Worldwide (Standard Multi-Tenant),"planForChange; Updated message, User impact, Admin impact, Retirement",https://learn.microsoft.com/sharepoint/dev/spfx/sharepoint-framework-overview?WT.mc_id=m365-15744-cxa
MC695487,(Updated) Contact Unification across Outlook and Teams,"Exchange Online, Microsoft Teams",,,2023-12-04T23:40:45Z,Worldwide (Standard Multi-Tenant),"stayInformed; Updated message, Feature update, User impact",
MC705760,(Updated) Teams: Latest meeting experiences with performance improvements on web for Safari and Firefox (for guests),Microsoft Teams,,,2024-01-10T22:58:55Z,Worldwide (Standard Multi-Tenant),"stayInformed; Updated message, Feature update, User impact",https://www.microsoft.com/microsoft-365/roadmap?rtc=1%26filters=&amp;searchterms=329253
MC714520,(Updated) Apps for the web: Grid view for tasks in Microsoft To Do web version and To Do inside Microsoft Outlook,Microsoft 365 for the web,,,2024-02-10T01:27:40Z,Worldwide (Standard Multi-Tenant),"stayInformed; Updated message, New feature, User impact",https://www.microsoft.com/microsoft-365/roadmap?filters=&amp;searchterms=381749
MC786329,(Updated) Exchange Online to retire Basic Auth for Client Submission (SMTP AUTH),Exchange Online,,,2024-04-26T00:16:47Z,Worldwide (Standard Multi-Tenant),"planForChange; Updated message, User impact, Admin impact, Retirement",https://techcommunity.microsoft.com/t5/exchange-team-blog/exchange-online-to-retire-basic-auth-for-client-submission-smtp/ba-p/4114750
MC787382,(Updated) Exchange Online to introduce External Recipient Rate Limit,Exchange Online,,,2024-04-26T23:12:20Z,Worldwide (Standard Multi-Tenant),"stayInformed; Updated message, Feature update, Admin impact",https://techcommunity.microsoft.com/t5/exchange-team-blog/exchange-online-to-introduce-external-recipient-rate-limit/ba-p/4114733
MC792601,SharePoint Framework domain isolated web parts retirement,SharePoint Online,,,2024-05-13T22:22:37Z,Worldwide (Standard Multi-Tenant),"planForChange; Updated message, User impact, Admin impact, Retirement",https://learn.microsoft.com/sharepoint/api-access
MC795355,(Updated) Microsoft Teams admin center: App centric management for app installation and changes to app setup policies,Microsoft Teams,,,2024-05-23T22:35:04Z,Worldwide (Standard Multi-Tenant),"planForChange; Updated message, New feature, Admin impact",https://www.microsoft.com/microsoft-365/roadmap?filters=&amp;searchterms=394274
MC796790,"Update: Microsoft 365 and Microsoft Teams: Unified management of Teams apps in Teams, Outlook, and the Microsoft 365 app","Microsoft Teams, Microsoft 365 apps",,,2024-05-29T22:15:48Z,Worldwide (Standard Multi-Tenant),"planForChange; Updated message, New feature, Admin impact",https://www.microsoft.com/microsoft-365/roadmap?filters=&amp;searchterms=393931
MC800502,"(Updated) Microsoft SharePoint eSignature: Coming soon to Canada, UK, and selected European countries",SharePoint Online,,,2024-06-10T23:53:16Z,Worldwide (Standard Multi-Tenant),"stayInformed; Updated message, Feature update, User impact, Admin impact",https://learn.microsoft.com/microsoft-365/syntex/esignature-setup
MC803014,"(Updated) Microsoft 365 Word, Excel, and PowerPoint for web: Enhanced File menu and easier file renaming",Microsoft 365 for the web,,,2024-06-18T23:27:48Z,Worldwide (Standard Multi-Tenant),"stayInformed; Updated message, Feature update, User impact",
MC836942,(Updated) Microsoft OneDrive: Update for unlicensed accounts,Microsoft OneDrive,,,2024-07-26T19:37:42Z,Worldwide (Standard Multi-Tenant),"planForChange; Updated message, New feature, User impact, Admin impact",https://learn.microsoft.com/SharePoint/unlicensed-onedrive-accounts
MC846387,Microsoft Outlook: Replace quick compose pop-up with inline appointment creation in new Outlook for Windows and web,"Exchange Online, Microsoft 365 for the web, Microsoft 365 apps",,,2024-08-01T22:51:48Z,Worldwide (Standard Multi-Tenant),"planForChange; Updated message, Feature update, User impact",https://www.microsoft.com/microsoft-365/roadmap?filters=&amp;searchterms=406948
MC882252,"(Updated) New Microsoft Outlook for Windows: Sharing Word, Excel, and PowerPoint local files through email","Exchange Online, Microsoft 365 apps",,,2024-09-03T23:06:57Z,Worldwide (Standard Multi-Tenant),"stayInformed; Updated message, New feature, User impact",https://www.microsoft.com/microsoft-365/roadmap?filters=&amp;searchterms=397094
MC886603,(Updated) Reject multiple From addresses (P2 From headers) without a Sender header,Exchange Online,,,2024-09-10T00:59:11Z,Worldwide (Standard Multi-Tenant),"planForChange; Updated message, User impact, Admin impact",
MC906502,(Updated) Microsoft Outlook: Automatically display automapped calendars,"Microsoft 365 for the web, Microsoft 365 apps",,,2024-10-07T23:08:46Z,Worldwide (Standard Multi-Tenant),"stayInformed; Updated message, New feature, User impact, Admin impact",https://www.microsoft.com/microsoft-365/roadmap?filters=&amp;searchterms=415168
MC917748,(Updated) Microsoft Teams and Microsoft Outlook: Name pronunciation on the profile card,"Exchange Online, Microsoft Teams, Microsoft 365 for the web, Microsoft 365 apps",,,2024-10-24T22:59:10Z,Worldwide (Standard Multi-Tenant),"stayInformed; Updated message, New feature, User impact, Admin impact",https://learn.microsoft.com/en-gb/microsoftteams/name-pronunciation
MC918563,Microsoft Exchange Online Protection (Defender for Office 365): Monitor action in Safe attachments policy will retire,"Exchange Online, Microsoft Defender XDR",,,2024-10-25T22:53:43Z,Worldwide (Standard Multi-Tenant),"planForChange; Admin impact, Retirement",https://learn.microsoft.com/en-us/defender-office-365/try-microsoft-defender-for-office-365?view=o365-worldwide#reports-for-your-evaluation-or-trial-of-defender-for-office-365
MC921752,(Updated) Retirement of the SharePoint SendEmail API,"SharePoint Online, Power Apps in Microsoft 365, Microsoft Power Automate in Microsoft 365",,,2024-10-30T17:56:12Z,Worldwide (Standard Multi-Tenant),"planForChange; Updated message, User impact, Admin impact, Retirement",https://learn.microsoft.com/previous-versions/office/sharepoint-csom/jj167799(v=office.15)
MC922623,(Updated) Microsoft new Outlook for Windows and Outlook for the web: Changing how to disable/enable,"Exchange Online, Microsoft 365 for the web, Microsoft 365 apps",,,2024-10-31T23:03:11Z,Worldwide (Standard Multi-Tenant),"planForChange; Updated message, User impact, Admin impact",https://learn.microsoft.com/microsoft-365-apps/outlook/manage/enable-new-outlook-if-outlook-web-is-blocked?view=o365-worldwidehttps%3A%2F%2Flearn.microsoft.com%2Fen-us%2Fmicrosoft-365-apps%2Foutlook%2Fmanage%2Fenable-new-outlook-if-outlook-web-is-blocked%3Fview%3Do365-worldwide
MC927963,(Updated) New Microsoft Outlook for Windows: People Hub improvements,"Exchange Online, Microsoft 365 apps",,,2024-11-07T23:44:54Z,Worldwide (Standard Multi-Tenant),"stayInformed; Updated message, Feature update, User impact",https://support.microsoft.com/windows/people-app-help-144c4373-fa32-da81-f8b4-ee87589c509c
MC929014,(Updated) Microsoft Loop – Departed User Content Workflows for User-Owned Loop workspaces,Microsoft 365 apps,,,2024-11-08T23:19:42Z,Worldwide (Standard Multi-Tenant),"planForChange; Updated message, New feature, User impact, Admin impact",https://www.microsoft.com/microsoft-365/roadmap?filters=&amp;searchterms=421612
MC929020,(Updated) Microsoft Loop – Admin Usage Reports,Microsoft 365 apps,,,2024-11-08T23:20:15Z,Worldwide (Standard Multi-Tenant),"stayInformed; Updated message, New feature, Admin impact",https://www.microsoft.com/microsoft-365/roadmap?filters=&amp;searchterms=421611
MC929021,(Updated) Microsoft Loop – User Accessible Recycle Bin for Loop workspaces,Microsoft 365 apps,,,2024-11-08T23:21:20Z,Worldwide (Standard Multi-Tenant),"stayInformed; Updated message, New feature, User impact",https://www.microsoft.com/microsoft-365/roadmap?filters=&amp;searchterms=421615
MC929022,(Updated) Microsoft Loop – Require Existing Microsoft 365 Group for New Loop workspaces,Microsoft 365 apps,,,2024-11-08T23:21:55Z,Worldwide (Standard Multi-Tenant),"planForChange; Updated message, New feature, User impact",https://www.microsoft.com/microsoft-365/roadmap?filters=&amp;searchterms=422725
MC929023,(Updated) Microsoft Loop – Microsoft 365 Groups for Managing New Loop workspaces,Microsoft 365 apps,,,2024-11-08T23:22:44Z,Worldwide (Standard Multi-Tenant),"stayInformed; Updated message, New feature, User impact",
MC952888,"(Updated) Microsoft Teams: Pop out Chat, Copilot, and Notes panes in meetings",Microsoft Teams,,,2024-12-10T00:26:41Z,Worldwide (Standard Multi-Tenant),"stayInformed; Updated message, New feature, User impact",https://www.microsoft.com/microsoft-365/roadmap?filters=&amp;searchterms=421607
MC981462,(Updated) Multiple account access to Copilot in Microsoft 365 desktop and mobile apps,Microsoft 365 suite,,,2025-01-16T19:58:33Z,Worldwide (Standard Multi-Tenant),"planForChange; Updated message, New feature, User impact, Admin impact",https://learn.microsoft.com/microsoft-365-apps/admin-center/overview-cloud-policy
MC981635,(Updated) Microsoft Outlook: Users can set custom account descriptions,"Exchange Online, Microsoft 365 for the web, Microsoft 365 apps",,,2025-01-16T23:53:12Z,Worldwide (Standard Multi-Tenant),"stayInformed; Updated message, New feature, User impact",https://www.microsoft.com/microsoft-365/roadmap?filters=&amp;searchterms=470602
MC989974,(Updated) Microsoft Teams: New microphone volume indicator for users,Microsoft Teams,,,2025-01-28T01:11:01Z,Worldwide (Standard Multi-Tenant),"stayInformed; Updated message, New feature, User impact",https://www.microsoft.com/microsoft-365/roadmap?filters=&amp;searchterms=468274
MC992216,(Updated) Microsoft Teams: Third-party chat and meeting keyboard shortcut support,Microsoft Teams,,,2025-01-30T00:32:41Z,Worldwide (Standard Multi-Tenant),"stayInformed; Updated message, New feature, User impact",https://www.microsoft.com/en-us/microsoft-365/roadmap?filters=&amp;searchterms=472913
MC992217,(Updated) Microsoft Defender: Changes to Defender for Cloud Apps alerts,Microsoft Defender XDR,,,2025-01-30T00:33:10Z,Worldwide (Standard Multi-Tenant),"planForChange; Updated message, Feature update, Admin impact",https://learn.microsoft.com/defender-xdr/investigate-alerts?tabs=settings#alert-sources
MC993226,(Updated) Microsoft Teams: New location sharing settings for emergency calls and other features,Microsoft Teams,,,2025-01-31T01:05:00Z,Worldwide (Standard Multi-Tenant),"planForChange; Updated message, Feature update, User impact, Admin impact",https://learn.microsoft.com/microsoftteams/cqd-what-is-call-quality-dashboard
